Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
354,"R. W. Depaolo, V. Abadie, F. Tang, H. Fehlner-Peach, J. A. Hall, J. A. Hall, W. Wang, E. V. Marietta, D. D. Kasarda, T. A. Waldmann, Joseph A Murray, C. Semrad, S. S. Kupfer, Y. Belkaid, S. Guandalini, B. Jabri","Co-adjuvant effects of retinoic acid and IL-15 induce inflammatory immunity to dietary antigens",2011,"Nature","Nature Publishing Group","http://europepmc.org/articles/PMC3076739","",29,"2020-05-13 17:15:34","Journal article","10.1038/NATURE09849","","",471,7337,220,224,354,39.33,35,16,9,"The vitamin A metabolite retinoic acid is shown to act synergistically with the cytokine interleukin-15 (IL-15) to induce IL-12p70 production by intestinal dendritic cells, thereby promoting an inflammatory T-cell response to dietary antigens. IL-15 is upregulated in the guts of patients with coeliac disease, and this new work points to a previously unknown involvement of IL-15 and retinoic acid in promoting an inflammatory immune response to gluten. The vitamin A metabolite retinoic acid is shown to act in conjunction with IL-15 to induce IL-12p70 production by intestinal dendritic cells, thereby promoting an inflammatory T-cell response to dietary antigens. The mechanism may underlie coeliac disease pathogenesis. Under physiological conditions the gut-associated lymphoid tissues not only prevent the induction of a local inflammatory immune response, but also induce systemic tolerance to fed antigens1,2. A notable exception is coeliac disease, where genetically susceptible individuals expressing human leukocyte antigen (HLA) HLA-DQ2 or HLA-DQ8 molecules develop inflammatory T-cell and antibody responses against dietary gluten, a protein present in wheat3. The mechanisms underlying this dysregulated mucosal immune response to a soluble antigen have not been identified. Retinoic acid, a metabolite of vitamin A, has been shown to have a critical role in the induction of intestinal regulatory responses4,5,6. Here we find in mice that in conjunction with IL-15, a cytokine greatly upregulated in the gut of coeliac disease patients3,7, retinoic acid rapidly activates dendritic cells to induce JNK (also known as MAPK8) phosphorylation and release the proinflammatory cytokines IL-12p70 and IL-23. As a result, in a stressed intestinal environment, retinoic acid acted as an adjuvant that promoted rather than prevented inflammatory cellular and humoral responses to fed antigen. Altogether, these findings reveal an unexpected role for retinoic acid and IL-15 in the abrogation of tolerance to dietary antigens."
334,"Shruti Naik, Nicolas Bouladoux, Jonathan L. Linehan, Seong-Ji Han, Oliver J. Harrison, Christoph Wilhelm, Sean Conlan, Sarah Himmelfarb, Allyson L. Byrd, Clayton Deming, Mariam Quinones, Jason M. Brenchley, Heidi H. Kong, Roxanne Tussiwand, Kenneth M. Murphy, Miriam Merad, Julia A. Segre, Yasmine Belkaid","Commensal–dendritic-cell interaction specifies a unique protective skin immune signature",2015,"Nature","NIH Public Access","http://europepmc.org/articles/PMC4667810","",30,"2020-05-13 17:15:34","Journal article","10.1038/NATURE14052","","",520,7545,104,108,334,66.80,33,18,5,"Defined skin commensal bacteria elicit a dermal dendritic-cell-dependent, long-lasting, commensal-specific CD8+ T-cell response that promotes protection against pathogens while preserving tissue homeostasis. The importance of our gut microbiota in health and disease is well established. Less clear is the role of the commensal microbes on the skin, where they interact with a tissue that, unlike the gut, is not designed for absorption. Here Yasmine Belkaid and colleagues examine the nature of the antigen presenting cells involved in the dialogue between the immune system and skin commensals. They find that defined skin commensal bacteria elicit a dermal dendritic-cell-dependent, long-lasting and commensal-specific CD8+ T-cell response, while preserving tissue homeostasis. The CD8+ T cells are shown to enhance innate protection against a fungal pathogen. The skin represents the primary interface between the host and the environment. This organ is also home to trillions of microorganisms that play an important role in tissue homeostasis and local immunity1,2,3,4. Skin microbial communities are highly diverse and can be remodelled over time or in response to environmental challenges5,6,7. How, in the context of this complexity, individual commensal microorganisms may differentially modulate skin immunity and the consequences of these responses for tissue physiology remains unclear. Here we show that defined commensals dominantly affect skin immunity and identify the cellular mediators involved in this specification. In particular, colonization with Staphylococcus epidermidis induces IL-17A+ CD8+ T cells that home to the epidermis, enhance innate barrier immunity and limit pathogen invasion. Commensal-specific T-cell responses result from the coordinated action of skin-resident dendritic cell subsets and are not associated with inflammation, revealing that tissue-resident cells are poised to sense and respond to alterations in microbial communities. This interaction may represent an evolutionary means by which the skin immune system uses fluctuating commensal signals to calibrate barrier immunity and provide heterologous protection against invasive pathogens. These findings reveal that the skin immune landscape is a highly dynamic environment that can be rapidly and specifically remodelled by encounters with defined commensals, findings that have profound implications for our understanding of tissue-specific immunity and pathologies."
321,"Jonathan A. Hill, Jason A. Hall, Jason A. Hall, Cheng-Ming Sun, Qi Cai, Norbert Ghyselinck, Pierre Chambon, Yasmine Belkaid, Diane Mathis, Christophe Benoist","Retinoic acid enhances Foxp3 induction indirectly by relieving inhibition from CD4+CD44hi Cells.",2008,"Immunity","Cell Press","http://europepmc.org/articles/PMC3140207","",31,"2020-05-13 17:15:34","Journal article","10.1016/J.IMMUNI.2008.09.018","","",29,5,758,770,321,26.75,32,10,12,"Summary CD4 + Foxp3 + regulatory T (Treg) cells originate primarily from thymic differentiation, but conversion of mature T lymphocytes to Foxp3 positivity can be elicited by several means, including in vitro activation in the presence of TGF-β. Retinoic acid (RA) increases TGF-β-induced expression of Foxp3, through unknown molecular mechanisms. We showed here that, rather than enhancing TGF-β signaling directly in naive CD4 + T cells, RA negatively regulated an accompanying population of CD4 + T cells with a CD44 hi memory and effector phenotype. These memory cells actively inhibited the TGF-β-induced conversion of naive CD4 + T cells through the synthesis of a set of cytokines (IL-4, IL-21, IFN-γ) whose expression was coordinately curtailed by RA. This indirect effect was evident in vivo and required the expression of the RA receptor alpha. Thus, cytokine-producing CD44 hi cells actively restrain TGF-β-mediated Foxp3 expression in naive T cells, and this balance can be shifted or fine-tuned by RA."
421,"Isabelle Suffia, Stacie K. Reckling, Gerson Salay, Yasmine Belkaid","A Role for CD103 in the Retention of CD4+CD25+ Treg and Control of Leishmania major Infection",2005,"Journal of Immunology","American Association of Immunologists","https://www.ncbi.nlm.nih.gov/pubmed/15845457","",32,"2020-05-13 17:15:34","Journal article","10.4049/JIMMUNOL.174.9.5444","","",174,9,5444,5455,421,28.07,105,4,15,"Endogenous regulatory T cells (T reg ) play a central role in the control of excessive or misdirected immune responses against self or foreign Ags. To date, virtually no data are available on the nature of the molecules and signals involved in the trafficking and retention of T reg in tissues where regulation is required. Here, we show that expression of α E β 7 integrin is necessary for the homing of T reg at site of Leishmania major infection. The vast majority of T reg present in the dermis at steady-state conditions or during L. major infection express the α E chain (CD103) of α E β 7 . Genetically susceptible BALB/c mice that lack CD103 become resistant to infection, a phenotype that is associated with a poor capacity of T reg to be retained in the infected site. Such susceptible phenotype can be restored when T reg from wild-type mice were transferred in CD103 −/− mice. The central role of CD103 in T reg retention was further demonstrated by usage of blocking Abs against CD103 and the transfer of T reg purified from CD103 −/− mice. Our results strongly suggest that this molecule is induced and maintained on T reg following or just prior to their arrival in tissues. Furthermore, the expression of CD103 and the subsequent retention of T reg in tissues is highly regulated by their exposure to Leishmania Ag and the level of activation of the APCs they encounter. Thus, CD103, by controlling T reg retention, can contribute to the outcome of chronic infection by Leishmania ."
346,"Christopher L. Karp, Leah M. Flick, Kiwon W. Park, Samir Softic, Todd M. Greer, Raquel Keledjian, Rong Yang, Jasmin Uddin, William B Guggino, Sowsan F. Atabani, Yasmine Belkaid, Yan Xu, Jeffrey A. Whitsett, Frank J. Accurso, Marsha Wills-Karp, Nicos A. Petasis","Defective lipoxin-mediated anti-inflammatory activity in the cystic fibrosis airway.",2004,"Nature Immunology","Nature Publishing Group","http://europepmc.org/abstract/MED/15034576","",33,"2020-05-13 17:15:34","Journal article","10.1038/NI1056","","",5,4,388,392,346,21.63,35,16,16,"In cystic fibrosis, dysregulated neutrophilic inflammation and chronic infection lead to progressive destruction of the airways. The underlying mechanisms have remained unclear. Lipoxins are anti-inflammatory lipid mediators that modulate neutrophilic inflammation. We report here that lipoxin concentrations in airway fluid were significantly suppressed in patients with cystic fibrosis compared to patients with other inflammatory lung conditions. We also show that administration of a metabolically stable lipoxin analog in a mouse model of the chronic airway inflammation and infection associated with cystic fibrosis suppressed neutrophilic inflammation, decreased pulmonary bacterial burden and attenuated disease severity. These findings suggest that there is a pathophysiologically important defect in lipoxin-mediated anti-inflammatory activity in the cystic fibrosis lung and that lipoxins have therapeutic potential in this lethal autosomal disease."
353,"Elizabeth A. Wohlfert, John R. Grainger, Nicolas Bouladoux, Joanne E. Konkel, Guillaume Oldenhove, Carolina Hager Ribeiro, Jason A. Hall, Ryoji Yagi, Shruti Naik, Ravikiran Bhairavabhotla, William E. Paul, Remy Bosselut, Gang Wei, Keji Zhao, Mohamed Oukka, Jinfang Zhu, Yasmine Belkaid","GATA3 controls Foxp3+ regulatory T cell fate during inflammation in mice",2011,"Journal of Clinical Investigation","American Society for Clinical Investigation","http://www.picb.ac.cn/epigenome/sources/pdf/2011-121-J-Clin-Invest.pdf","",34,"2020-05-13 17:15:34","Journal article","10.1172/JCI57456","","",121,11,4503,4515,353,39.22,35,17,9,"Tregs not only keep immune responses to autoantigens in check, but also restrain those directed toward pathogens and the commensal microbiota. Control of peripheral immune homeostasis by Tregs relies on their capacity to accumulate at inflamed sites and appropriately adapt to their local environment. To date, the factors involved in the control of these aspects of Treg physiology remain poorly understood. Here, we show that the canonical Th2 transcription factor GATA3 is selectively expressed in Tregs residing in barrier sites including the gastrointestinal tract and the skin. GATA3 expression in both murine and human Tregs was induced upon TCR and IL-2 stimulation. Although GATA3 was not required to sustain Treg homeostasis and function at steady state, GATA3 played a cardinal role in Treg physiology during inflammation. Indeed, the intrinsic expression of GATA3 by Tregs was required for their ability to accumulate at inflamed sites and to maintain high levels of Foxp3 expression in various polarized or inflammatory settings. Furthermore, our data indicate that GATA3 limits Treg polarization toward an effector T cell phenotype and acquisition of effector cytokines in inflamed tissues. Overall, our work reveals what we believe to be a new facet in the complex role of GATA3 in T cells and highlights what may be a fundamental role in controlling Treg physiology during inflammation."
330,"SP Spencer, SP Spencer, C Wilhelm, Q Yang, JA Hall, N Bouladoux, A Boyd, TB Nutman, Jr Jf Urban, J Wang, TR Ramalingam, A Bhandoola, TA Wynn, Y Belkaid","Adaptation of Innate Lymphoid Cells to a Micronutrient Deficiency Promotes Type 2 Barrier Immunity",2014,"Science","American Association for the Advancement of Science","http://europepmc.org/articles/PMC4313730","",35,"2020-05-13 17:15:34","Journal article","10.1126/SCIENCE.1247606","","",343,6169,432,437,330,55.00,33,14,6,"How the immune system adapts to malnutrition to sustain immunity at barrier surfaces, such as the intestine, remains unclear. Vitamin A deficiency is one of the most common micronutrient deficiencies and is associated with profound defects in adaptive immunity. Here, we found that type 3 innate lymphoid cells (ILC3s) are severely diminished in vitamin A–deficient settings, which results in compromised immunity to acute bacterial infection. However, vitamin A deprivation paradoxically resulted in dramatic expansion of interleukin-13 (IL-13)–producing ILC2s and resistance to nematode infection in mice, which revealed that ILCs are primary sensors of dietary stress. Further, these data indicate that, during malnutrition, a switch to innate type 2 immunity may represent a powerful adaptation of the immune system to promote host survival in the face of ongoing barrier challenges."
356,"Yasmine Belkaid, Esther Von Stebut, Susana Mendez, Rosalia Lira, Elisabet Caler, Sylvie Bertholet, Mark C. Udey, David Sacks","CD8+ T Cells Are Required for Primary Immunity in C57BL/6 Mice Following Low-Dose, Intradermal Challenge with Leishmania major",2002,"Journal of Immunology","American Association of Immunologists","https://profiles.wustl.edu/en/publications/cd8supsup-t-cells-are-required-for-primary-immunity-in-c57bl6-mic","",36,"2020-05-13 17:15:34","Journal article","10.4049/JIMMUNOL.168.8.3992","","",168,8,3992,4000,356,19.78,45,8,18,"Standard murine models of cutaneous leishmaniasis, involving s.c. inoculation of large numbers of Leishmania major promastigotes, have not supported an essential role for CD8+ T cells in the control of primary infection. Recently, a L. major model combining two main features of natural transmission, low parasite dose and inoculation into a dermal site, has been established in resistant C57BL/6 mice. In the present studies, C57BL/6 mice with CD8+ T cell deficiencies, including CD8−/− and CD8-depleted mice, failed to control the growth of L. major following inoculation of 100 metacyclic promastigotes into the ear dermis. The resulting dermal pathology was minor and delayed. Lesion formation in wild-type mice was coincident with the killing of parasites in the inoculation site. Both events were associated with the accumulation of CD8+ T lymphocytes in the skin and with the capacity of CD8+ T cells recovered from draining lymph nodes or infected dermis to release IFN-γ following coculture with infected dendritic cells. Reconstitution of resistance to L. major in RAG−/− mice using T cells from naive donors was optimal when both CD4+ and CD8+ T cells were transferred. Primed CD8+ T lymphocytes obtained from C57BL/6 mice during the acute stage of infection were able to mediate both pathology and immunity when transferred alone. The low dose, intradermal challenge model reveals that CD8+ T cells play an essential role in both pathogenesis of and immunity to primary infection with L. major in the skin."
383,"Susana Mendez, Stacie K. Reckling, Ciriacco A. Piccirillo, David Sacks, Yasmine Belkaid","Role for CD4+ CD25+ Regulatory T Cells in Reactivation of Persistent Leishmaniasis and Control of Concomitant Immunity",2004,"Journal of Experimental Medicine","Rockefeller University Press","http://europepmc.org/articles/PMC2212012","",37,"2020-05-13 17:15:34","Journal article","10.1084/JEM.20040298","","",200,2,201,210,383,23.94,77,5,16,"Reactivation of dormant infections causes an immense burden of morbidity and mortality in the world at large. Reactivation can occur as a result of immunosuppression, environmental insult, or aging; however, the cause of reactivation of such infections is often not clear. We have previously shown that persistence of the parasite Leishmania major is controlled by endogenous CD4+ CD25+ regulatory T (T reg) cells. In this report, we show that despite efficient parasite clearance at secondary sites of infection, Leishmania superinfection can cause disease reactivation at the primary site. Our results strongly suggest that T reg cells, whose numbers increase in sites of reactivation, are directly responsible for such reactivation. Depletion of CD25+ cells at the time of secondary challenge prevented disease reactivation at the site of persistent infection while strengthening the expression of immunity at the site of secondary challenge. Finally, transfer of T reg cells purified from infected mice into chronically infected mice was sufficient to trigger disease reactivation and prevent the expression of an effector memory response. Our results demonstrate that after persistence is achieved, an equilibrium between T reg cells and effector lymphocytes, which can be disturbed by superinfection, controls the efficiency of recall immune responses and disease reactivation."
307,"Jason A. Hall, Jason A. Hall, Jennifer Jl Cannons, John R Grainger, Liliane M Lm Dos Santos, Timothy W Tw Hand, Shruti S Naik, Shruti S Naik, Elizabeth A Ea Wohlfert, David B Db Chou, Guillaume Oldenhove, Melody M Robinson, Michael Me Grigg, Robin R Kastenmayer, Pamela Pl Schwartzberg, Yasmine Y Belkaid","Essential Role for Retinoic Acid in the Promotion of CD4+ T Cell Effector Responses via Retinoic Acid Receptor Alpha",2011,"Immunity","NIH Public Access","http://europepmc.org/articles/PMC3415227","",38,"2020-05-13 17:15:34","Journal article","10.1016/J.IMMUNI.2011.03.003","","",34,3,435,447,307,34.11,31,16,9,"Summary Vitamin A and its metabolite, retinoic acid (RA) are implicated in the regulation of immune homeostasis via the peripheral induction of regulatory T cells. Here we showed RA was also required to elicit proinflammatory CD4 + helper T cell responses to infection and mucosal vaccination. Retinoic acid receptor alpha (RARα) was the critical mediator of these effects. Antagonism of RAR signaling and deficiency in RARα ( Rara −/− ) resulted in a cell-autonomous CD4 + T cell activation defect, which impaired intermediate signaling events, including calcium mobilization. Altogether, these findings reveal a fundamental role for the RA-RARα axis in the development of both regulatory and inflammatory arms of adaptive immunity and establish nutritional status as a broad regulator of adaptive T cell responses."
376,"Esther von Stebut, Yasmine Belkaid, Thilo Jakob, David L. Sacks, Mark C. Udey","Uptake of Leishmania major Amastigotes Results in Activation and Interleukin 12 Release from Murine Skin–derived Dendritic Cells: Implications for the Initiation of Anti-Leishmania Immunity",1998,"Journal of Experimental Medicine","Rockefeller University Press","http://europepmc.org/articles/PMC2213412","",39,"2020-05-13 17:15:34","Journal article","10.1084/JEM.188.8.1547","","",188,8,1547,1552,376,17.09,75,5,22,"Epidermal Langerhans cells (LC) are immature dendritic cells (DC) located in close proximity to the site of inoculation of infectious Leishmania major metacyclic promastigotes by sand flies. Using LC-like DC expanded from C57BL/6 fetal skin, we characterized interactions involving several developmental stages of Leishmania and DC. We confirmed that L . major amastigotes, but not promastigotes, efficiently entered LC-like DC. Parasite internalization was associated with activation manifested by upregulation of major histocompatibility complex (MHC) class I and II surface antigens, increased expression of costimulatory molecules (CD40, CD54, CD80, and CD86), and interleukin (IL)-12 p40 release within 18 h. L . major –induced IL-12 p70 release by DC required interferon γ and prolonged (72 h) incubation. In contrast, infection of inflammatory macrophages (Mφ) with amastigotes or promastigotes did not lead to significant changes in surface antigen expression or cytokine production. These results suggest that skin Mφ and DC are infected sequentially in cutaneous leishmaniasis and that they play distinct roles in the inflammatory and immune response initiated by L . major . Mφ capture organisms near the site of inoculation early in the course of infection after establishment of cellular immunity, and kill amastigotes but probably do not actively participate in T cell priming. In contrast, skin DC are induced to express increased amounts of MHC antigens and costimulatory molecules and to release cytokines (including IL-12 p70) by exposure to L . major amastigotes that ultimately accumulate in lesional tissue, and thus very likely initiate protective T helper cell type 1 immunity."
300,"Celine S. Lages, Isabelle Suffia, Paula A. Velilla, Bin Huang, Gregg Warshaw, David A. Hildeman, Yasmine Belkaid, Claire Chougnet","Functional Regulatory T Cells Accumulate in Aged Hosts and Promote Chronic Infectious Disease Reactivation",2008,"Journal of Immunology","American Association of Immunologists","https://europepmc.org/articles/PMC2587319/","",40,"2020-05-13 17:15:34","Journal article","10.4049/JIMMUNOL.181.3.1835","","",181,3,1835,1848,300,25.00,38,8,12,"Declines in immune function are well described in the elderly and are considered to contribute significantly to the disease burden in this population. Regulatory T cells (T regs ), a CD4 + T cell subset usually characterized by high CD25 expression, control the intensity of immune responses both in rodents and humans. However, because CD25 expression does not define all T regs , especially in aged hosts, we characterized T regs by the expression of FOXP3, a transcription factor crucial for T reg differentiation and function. The proportion of FOXP3 + CD4 + T regs increased in the blood of the elderly and the lymphoid tissues of aged mice. The expression of functional markers, such as CTLA-4 and GITR, was either preserved or increased on FOXP3 + T regs from aged hosts, depending on the tissue analyzed. In vitro depletion of peripheral T regs from elderly humans improves effector T cell responses in most subjects. Importantly, T regs from old FoxP3-GFP knock-in mice were suppressive, exhibiting a higher level of suppression per cell than young T regs . The increased proportion of T regs in aged mice was associated with the spontaneous reactivation of chronic Leishmania major infection in old mice, likely because old T regs efficiently suppressed the production of IFN-γ by effector T cells. Finally, in vivo depletion of T regs in old mice attenuated disease severity. Accumulation of functional T regs in aged hosts could therefore play an important role in the frequent reactivation of chronic infections that occurs in aging. Manipulation of T reg numbers and/or activity may be envisioned to enhance the control of infectious diseases in this fragile population."
356,"Fabienne Tacchini-Cottier, C. Zweifel, Y. Belkaid, C. Mukankundiye, M. Vasei, P. Launois, G. Milon, J. A. Louis","An Immunomodulatory Function for Neutrophils During the Induction of a CD4+ Th2 Response in BALB/c Mice Infected with Leishmania major",2000,"Journal of Immunology","American Association of Immunologists","https://core.ac.uk/display/18162768","",41,"2020-05-13 17:15:34","Journal article","10.4049/JIMMUNOL.165.5.2628","","",165,5,2628,2636,356,17.80,45,8,20,"The possible immunomodulatory role of polymorphonuclear leukocytes (PMN) in CD4 + T lymphocyte differentiation in mice was examined by studying the effect of transient depletion of PMN during the early phase after Leishmania major delivery. A single injection of the PMN-depleting NIMP-R14 mAb 6 h before infection with L. major prevented the early burst of IL-4 mRNA transcription otherwise occurring in the draining lymph node of susceptible BALB/c mice. Since this early burst of IL-4 mRNA transcripts had previously been shown to instruct Th2 differentiation in mice from this strain, we examined the effect of PMN depletion on Th subset differentiation at later time points after infection. The transient depletion of PMN in BALB/c mice was sufficient to inhibit Th2 cell development otherwise occurring after L. major infection. Decreased Th2 responses were paralleled with partial resolution of the footpad lesions induced by L. major . Furthermore, draining lymph node-derived CD4 + T cells from PMN-depleted mice remained responsive to IL-12 after L. major infection, unlike those of infected BALB/c mice receiving control Ab. PMN depletion had no effect when the NIMP-R14 mAb was injected 24 h postinfection. The protective effect of PMN depletion was shown to be IL-12 dependent, as concomitant neutralization of IL-12 reversed the protective effect of PMN depletion. These results suggest a role for an early wave of PMN in the development of the Th2 response characteristic of mice susceptible to infection with L. major ."
268,"Timothy W. Hand, Liliane M. Dos Santos, Liliane M. Dos Santos, Nicolas Bouladoux, Michael J. Molloy, Antonio J. Pagán, Marion Pepper, Marion Pepper, Craig L. Maynard, Charles O. Elson, Yasmine Belkaid","Acute Gastrointestinal Infection Induces Long-Lived Microbiota-Specific T Cell Responses",2012,"Science","American Association for the Advancement of Science","http://europepmc.org/articles/PMC3784339","",42,"2020-05-13 17:15:34","Journal article","10.1126/SCIENCE.1220961","","",337,6101,1553,1556,268,33.50,27,11,8,"In order to coexist peacefully, the billions of bacteria in our gut and our immune system have reached a detente. An intestinal mucosal firewall exists, so bacteria remain localized to the gut, where the immune system is tightly regulated so that these bacteria are tolerated. Enteric infections, however, lead to a breach in this mucosal firewall, resulting in exposure of the peripheral immune system to the intestinal bacterial contents. What is the result? Using oral Toxoplasma gondii infection in mice, Hand et al. (p. [1553][1], published online 23 August) show that, besides the T. gondii –specific T cell response, a commensal bacteria–specific T cell response is elicited. The CD4+ T cell–specific response was tracked to a commensal-derived flagellin, and these T cells expanded after T. gondii infection and formed long-lived memory cells able to respond to subsequent challenges. Thus, enteric infections can lead to the formation of commensal bacteria–specific, long-lived memory T cells that reside throughout the body—which may play a role in intestinal pathologies such as inflammatory bowel disease. [1]: /lookup/doi/10.1126/science.1220961"
343,"Heiko Hawlisch, Yasmine Belkaid, Ralf Baelder, David Hildeman, Craig Gerard, Jörg Köhl","C5a Negatively Regulates Toll-like Receptor 4-Induced Immune Responses",2005,"Immunity","Cell Press","http://www.ncbi.nlm.nih.gov/pubmed/15845447","",43,"2020-05-13 17:15:34","Journal article","10.1016/J.IMMUNI.2005.02.006","","",22,4,415,426,343,22.87,57,6,15,"Summary The complement system and the Toll-like receptors (TLRs) are two central arms of innate immunity that are critical to host defense as well as the development of adaptive immunity. Most pathogens activate both complement and TLRs, suggesting the potential for crosstalk between the two systems. We show here that the complement-derived C5a anaphylatoxin negatively regulates TLR4- and CD40-induced synthesis of IL-12 family cytokines (IL-12, IL-23, and IL-27) from inflammatory macrophages (M ϕ s) by extracellular signal-regulated kinase- and phosphoinositide 3 kinase-dependent pathways. This decreased cytokine response translates into a decreased T helper type 1 (Th1) response in vitro and in vivo. Accordingly, we found enhanced Th1 immunity in C5a receptor-deficient mice, something that conferred protection from Leishmania major infection. Our findings identify the negative impact of C5a on IL-12 family cytokines as an important mechanism for regulating Th1 polarization in response to innate and adaptive immune network activation."
337,"Yasmine Y Belkaid, Guillaume Oldenhove","Tuning microenvironments: induction of regulatory T cells by dendritic cells.",2008,"Immunity","NIH Public Access","http://europepmc.org/articles/PMC3415213","",44,"2020-05-13 17:15:34","Journal article","10.1016/J.IMMUNI.2008.08.005","","",29,3,362,371,337,28.08,169,2,12,"The body requires the generation of regulatory T (Treg) cells to preserve its integrity. Each microenvironment is controlled by a specific set of regulatory elements that have to be finefrly and constantly tuned to maintain local homeostasis. These environments could be site specific, such as the gut environment, or induced by chronic exposure to microbes or tumors. Various populations of dendritic cells (DCs) are central to the orchestration of this control. In this review, we will discuss some new findings associating DCs from defined compartments with the induction of antigen-specific Treg cells."
269,"Aisling O'Hara Hall, Daniel Dp Beiting, Cristina C Tato, Beena B John, Guillaume Oldenhove, Claudia Gonzalez Cg Lombana, Gretchen Harms Gh Pritchard, Jonathan Js Silver, Nicolas N Bouladoux, Jason Js Stumhofer, Tajie H Th Harris, John J Grainger, Elia Tait Ed Wojno, Sagie S Wagage, David S Ds Roos, Philip P Scott, Laurence La Turka, Sara S Cherry, Steven Sl Reiner, Daniel D Cua, Yasmine Y Belkaid, Merle Mm Elloso, Christopher A Ca Hunter","The Cytokines Interleukin 27 and Interferon-γ Promote Distinct Treg Cell Populations Required to Limit Infection-Induced Pathology",2012,"Immunity","Cell Press","http://europepmc.org/articles/PMC3477519/","",45,"2020-05-13 17:15:34","Journal article","10.1016/J.IMMUNI.2012.06.014","","",37,3,511,523,269,33.63,27,23,8,"Summary Interferon-γ (IFN-γ) promotes a population of T-bet + CXCR3 + regulatory T (Treg) cells that limit T helper 1 (Th1) cell-mediated pathology. Our studies demonstrate that interleukin-27 (IL-27) also promoted expression of T-bet and CXCR3 in Treg cells. During infection with Toxoplasma gondii , a similar population emerged that limited T cell responses and was dependent on IFN-γ in the periphery but on IL-27 at mucosal sites. Transfer of Treg cells ameliorated the infection-induced pathology observed in Il27 −/− mice, and this was dependent on their ability to produce IL-10. Microarray analysis revealed that Treg cells exposed to either IFN-γ or IL-27 have distinct transcriptional profiles. Thus, IFN-γ and IL-27 have different roles in Treg cell biology and IL-27 is a key cytokine that promotes the development of Treg cells specialized to control Th1 cell-mediated immunity at local sites of inflammation."
252,"Ryoji Yagi, Chao Zhong, Daniel L. Northrup, Fang Yu, Nicolas Bouladoux, Sean Spencer, Gangqing Hu, Luke Barron, Suveena Sharma, Toshinori Nakayama, Yasmine Belkaid, Keji Zhao, Jinfang Zhu","The Transcription Factor GATA3 Is Critical for the Development of All IL-7Rα-Expressing Innate Lymphoid Cells",2014,"Immunity","NIH Public Access","http://europepmc.org/articles/PMC4026797","",46,"2020-05-13 17:15:34","Journal article","10.1016/J.IMMUNI.2014.01.012","","",40,3,378,388,252,42.00,25,13,6,"Summary Innate lymphoid cells (ILCs) are critical in innate immune responses to pathogens and lymphoid organ development. Similar to CD4 + T helper (Th) cell subsets, ILC subsets positive for interleukin-7 receptor α (IL-7Rα) produce distinct sets of effector cytokines. However, the molecular control of IL-7Rα + ILC development and maintenance is unclear. Here, we report that GATA3 was indispensable for the development of all IL-7Rα + ILC subsets and T cells but was not required for the development of classical natural killer cells. Conditionally Gata3 -deficient mice had no lymph nodes and were susceptible to Citrobactor rodentium infection. After the ILCs had fully developed, GATA3 remained important for the maintenance and functions of ILC2s. Genome-wide gene expression analyses indicated that GATA3 regulated a similar set of cytokines and receptors in Th2 cells and ILC2s, but not in ILC3s. Thus, GATA3 plays parallel roles in regulating the development and functions of CD4 + T cells and IL-7Rα + ILCs."
309,"Yasmine Belkaid, Julia A. Segre","Dialogue between skin microbiota and immunity",2014,"Science","American Association for the Advancement of Science","http://pubmed.cn/25414304","",47,"2020-05-13 17:15:34","Journal article","10.1126/SCIENCE.1260144","","",346,6212,954,959,309,51.50,155,2,6,"Human skin, the body’s largest organ, functions as a physical barrier to bar the entry of foreign pathogens, while concomitantly providing a home to myriad commensals. Over a human’s life span, keratinized skin cells, immune cells, and microbes all interact to integrate the processes of maintaining skin’s physical and immune barrier under homeostatic healthy conditions and also under multiple stresses, such as wounding or infection. In this Review, we explore the intricate interactions of microbes and immune cells on the skin surface and within associated appendages to regulate this orchestrated maturation in the context of both host physiological changes and environmental challenges."
257,"Allyson L. Byrd, Yasmine Belkaid, Julia A. Segre","The human skin microbiome",2018,"Nature Reviews Microbiology","Nature Publishing Group","http://www.ndsl.kr/ndsl/search/detail/article/articleSearchResultDetail.do?cn=NART80154075","",48,"2020-05-13 17:15:34","Journal article","10.1038/NRMICRO.2017.157","","",16,3,143,155,257,128.50,86,3,2,"Our skin is home to millions of bacteria, fungi and viruses that comprise the skin microbiota. In this Review, Byrd and colleagues discuss recent insights into skin microbial communities, including their composition in health and disease, dynamics between species and interactions with the immune system."
