Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
130,"Karl J Friston, Michael Breakspear, Gustavo Deco",Perception and self-organized instability,2012,Frontiers in Computational Neuroscience,,http://discovery.ucl.ac.uk/1376954/,,49,06/05/2020 21:15,Journal article,10.3389/FNCOM.2012.00044,,,6,,44,44,130,16.25,43,3,8,"This paper considers state-dependent dynamics that mediate perception in the brain. In particular, it considers the formal basis of self-organized instabilities that enable perceptual transitions during Bayes-optimal perception. The basic phenomena we consider are perceptual transitions that lead to conscious ignition (Dehaene and Changeux, 2011) and how they depend on dynamical instabilities that underlie chaotic itinerancy (Breakspear, 2001; Tsuda, 2001) and self-organized criticality (Beggs and Plenz, 2003; Plenz and Thiagarajan, 2007; Shew et al., 2011). Our approach is based on a dynamical formulation of perception as approximate Bayesian inference, in terms of variational free energy minimization. This formulation suggests that perception has an inherent tendency to induce dynamical instabilities (critical slowing) that enable the brain to respond sensitively to sensory perturbations. We briefly review the dynamics of perception, in terms of generalized Bayesian filtering and free energy minimization, present a formal conjecture about self-organized instability and then test this conjecture, using neuronal (numerical) simulations of perceptual categorization."
126,"Gustavo Deco, Mario Senden, Viktor K Jirsa",How anatomy shapes dynamics: a semi-analytical study of the brain at rest by a simple spin model.,2012,Frontiers in Computational Neuroscience,,http://europepmc.org/articles/PMC3447303,,50,06/05/2020 21:15,Journal article,10.3389/FNCOM.2012.00068,,,6,,68,68,126,15.75,42,3,8,"Resting state networks show a surprisingly coherent and robust spatiotemporal organization. Previous theoretical studies demonstrated that these patterns can be understood as emergent on the basis of the underlying neuroanatomical connectivity skeleton. Integrating the biologically realistic DTI/DSI based neuroanatomical connectivity into a brain model of Ising spin dynamics, we found the presence of latent “ghost” multi-stable attractors, which can be studied analytically. The multistable attractor landscape defines a functionally meaningful dynamic repertoire of the brain network that is inherently present in the neuroanatomical connectivity. We demonstrate that the more entropy of attractors exists, the richer is the dynamical repertoire and consequently the brain network displays more capabilities of computation. We hypothesize therefore that human brain connectivity developed a scale free type of architecture in order to be able to store a large number of different and flexibly accessible brain functions"
123,"Gustavo Deco, Bernd Schurmann",A hierarchical neural system with attentional top–down enhancement of the spatial resolution for object recognition,2000,Vision Research,,http://www.ncbi.nlm.nih.gov/pubmed/10960655,,51,06/05/2020 21:15,Journal article,10.1016/S0042-6989(00)00140-1,,,40,20,2845,2859,123,6.15,62,2,20,We present a hierarchical neurodynamical system for object recognition based on attentional control of the spatial resolution with which an object is analyzed during an iterative hypothesis testing cycle. Psychophysical evidence strongly suggests that attentional processing results in the enhancement of the spatial resolution in the input region corresponding to the focus of attention. We adopt a computational neuroscience approach in order to analyze this attentional enhancement of the spatial resolution for object recognition. The system consists of a where- and a what-module which include networks with feedforward and feedback interconnections describing the mutual links between different areas of the visual cortex.
103,"Edmund T Rolls, Fabian Grabenhorst, Gustavo Deco","Decision-Making, Errors, and Confidence in the Brain",2010,Journal of Neurophysiology,,http://www.ncbi.nlm.nih.gov/pubmed/20810685,,52,06/05/2020 21:15,Journal article,10.1152/JN.00571.2010,,,104,5,2359,2374,103,10.3,34,3,10,"To provide a fundamental basis for understanding decision-making and decision confidence, we analyze a neuronal spiking attractor-based model of decision-making. The model predicts probabilistic decision-making with larger neuronal responses and larger functional magnetic resonance imaging (fMRI) blood-oxygen-level-dependent (BOLD) responses on correct than on error trials because the spiking noise-influenced decision attractor state of the network is consistent with the external evidence. Moreover, the model predicts that the neuronal activity and the BOLD response will become larger on correct trials as the discriminability ΔI increases and confidence increases and will become smaller as confidence decreases on error trials as ΔI increases. Confidence is thus an emergent property of the model. In an fMRI study of an olfactory decision-making task, we confirm these predictions for cortical areas including medial prefrontal cortex and the cingulate cortex implicated in choice decision-making, showing a li..."
89,"Adrian Poncealvarez, Alexander Thiele, Thomas D Albright, Gene R Stoner, Gustavo Deco",Stimulus-dependent variability and noise correlations in cortical MT neurons,2013,Proceedings of the National Academy of Sciences of the United States of America,,http://europepmc.org/articles/PMC3740826,,53,06/05/2020 21:15,Journal article,10.1073/PNAS.1300098110,,,110,32,13162,13167,89,12.71,18,5,7,"Population codes assume that neural systems represent sensory inputs through the firing rates of populations of differently tuned neurons. However, trial-by-trial variability and noise correlations are known to affect the information capacity of neural codes. Although recent studies have shown that stimulus presentation reduces both variability and rate correlations with respect to their spontaneous level, possibly improving the encoding accuracy, whether these second order statistics are tuned is unknown. If so, second-order statistics could themselves carry information, rather than being invariably detrimental. Here we show that rate variability and noise correlation vary systematically with stimulus direction in directionally selective middle temporal (MT) neurons, leading to characteristic tuning curves. We show that such tuning emerges in a stochastic recurrent network, for a set of connectivity parameters that overlaps with a single-state scenario and multistability. Information theoretic analysis shows that second-order statistics carry information that can improve the accuracy of the population code."
110,"Veronica Nacher, Anders Ledberg, Gustavo Deco, Ranulfo Romo",Coherent delta-band oscillations between cortical areas correlate with decision making,2013,Proceedings of the National Academy of Sciences of the United States of America,,http://europepmc.org/articles/PMC3773764,,54,06/05/2020 21:15,Journal article,10.1073/PNAS.1314681110,,,110,37,15085,15090,110,15.71,28,4,7,"Coherent oscillations in the theta-to-gamma frequency range have been proposed as a mechanism that coordinates neural activity in large-scale cortical networks in sensory, motor, and cognitive tasks. Whether this mechanism also involves coherent oscillations at delta frequencies (1–4 Hz) is not known. Rather, delta oscillations have been associated with slow-wave sleep. Here, we show coherent oscillations in the delta frequency band between parietal and frontal cortices during the decision-making component of a somatosensory discrimination task. Importantly, the magnitude of this delta-band coherence is modulated by the different decision alternatives. Furthermore, during control conditions not requiring decision making, delta-band coherences are typically much reduced. Our work indicates an important role for synchronous activity in the delta frequency band when large-scale, distant cortical networks coordinate their neural activity during decision making."
102,"Gustavo Deco, Olga Pollatos, Josef Zihl",The time course of selective visual attention: theory and experiments,2002,Vision Research,,http://pubman.mpdl.mpg.de/pubman/item/escidoc:1643461,,55,06/05/2020 21:15,Journal article,10.1016/S0042-6989(02)00358-9,,,42,27,2925,2945,102,5.67,34,3,18,"Historically, the psychophysical evidence for ‘‘selective attention’’ originated mainly from visual search experiments. A first important distinction in the processing of information in visual search tasks is its separation in two stages. The first, early ‘‘preattentive’’ stage operates in parallel across the entire visual field extracting single ‘‘primitive features’’ without integrating them. The second ‘‘attentive’’ stage corresponds to the specialized integration of information from a limited part of the field at any one time, i.e. serially. So far, models based on the above mentioned two-stage processes have been able to distinguish features from conjunction search conditions based on the observed slopes of the linear relation between reaction time (i.e., search time) and the number of items in the stimulus array. We propose a neuroscience based model for visual attention that works across the visual field in parallel, but due to its intrinsic dynamics can show the two experimentally observed modes of visual attention, namely: the serial focal attention and the parallel spread of attention over space. The model demonstrates that neither explicit serial focal search nor saliency maps need to be assumed. In the present model the focus of attention is not included in the system but only emerges after convergence of the dynamical behaviour of the neural networks. Furthermore, existing models have not been able to explain the variation of slopes observed in different kinds of conjunction search modes. We hypothesize that the different slopes can be explained by assuming that selective attention is guided by an independent mechanism which corresponds to the independent search for each feature. The model consistently integrates the different neuroscience levels by considering the microscopic neurodynamical mechanism that underlies visual attention, the different brain areas of the dorsal or ‘‘where’’ and ventral or ‘‘what’’ paths of the visual cortex, and behavioural data. 2002 Elsevier Science Ltd. All rights reserved."
108,"Gustavo Deco, Josef Zihl",Top-down selective visual attention: a neurodynamical approach.,2001,Visual Cognition,,http://pubman.mpdl.mpg.de/pubman/item/escidoc:1645653,,56,06/05/2020 21:15,Journal article,10.1080/13506280042000054,,,8,1,119,140,108,5.68,54,2,19,"We propose a system of interconnected modules consisting of populations of neurons for modelling the underlying mechanisms involved in selective visual attention. We demonstrate that it is plausible to build a neural system for visual search, which works across the visual field in parallel, but, due to the intrinsic dynamics of the system, resembles apparent modes of visual attention, namely the serial focal and the parallel spread over the space mode. Thus, neither explicit serial focal search nor saliency maps need to be assumed. A focal attentional spotlight is not included in the system but rather focal attention emerges due to the convergence of the dynamic behaviour of the neural networks. The dynamics of the system can be interpreted as a mechanism for routing information from the sensory input."
105,"Gustavo Deco, Etienne Hugues",Neural network mechanisms underlying stimulus driven variability reduction,2012,PLOS Computational Biology,,http://dblp.uni-trier.de/db/journals/ploscb/ploscb8.html#DecoH12,,57,06/05/2020 21:15,Journal article,10.1371/JOURNAL.PCBI.1002395,,,8,3,,,105,13.13,53,2,8,"It is well established that the variability of the neural activity across trials, as measured by the Fano factor, is elevated. This fact poses limits on information encoding by the neural activity. However, a series of recent neurophysiological experiments have changed this traditional view. Single cell recordings across a variety of species, brain areas, brain states and stimulus conditions demonstrate a remarkable reduction of the neural variability when an external stimulation is applied and when attention is allocated towards a stimulus within a neuron's receptive field, suggesting an enhancement of information encoding. Using an heterogeneously connected neural network model whose dynamics exhibits multiple attractors, we demonstrate here how this variability reduction can arise from a network effect. In the spontaneous state, we show that the high degree of neural variability is mainly due to fluctuation-driven excursions from attractor to attractor. This occurs when, in the parameter space, the network working point is around the bifurcation allowing multistable attractors. The application of an external excitatory drive by stimulation or attention stabilizes one specific attractor, eliminating in this way the transitions between the different attractors and resulting in a net decrease in neural variability over trials. Importantly, non-responsive neurons also exhibit a reduction of variability. Finally, this reduced variability is found to arise from an increased regularity of the neural spike trains. In conclusion, these results suggest that the variability reduction under stimulation and attention is a property of neural circuits."
81,"Matthieu Gilson, Ruben Morenobote, Adrian Poncealvarez, Petra Ritter, Gustavo Deco",Estimation of directed effective connectivity from fMRI functional connectivity hints at asymmetries of cortical connectome,2016,PLOS Computational Biology,,http://journals.plos.org/ploscompbiol/article?id=10.1371%2Fjournal.pcbi.1004762,,58,06/05/2020 21:15,Journal article,10.1371/JOURNAL.PCBI.1004762,,,12,3,,,81,20.25,16,5,4,"The brain exhibits complex spatio-temporal patterns of activity. This phenomenon is governed by an interplay between the internal neural dynamics of cortical areas and their connectivity. Uncovering this complex relationship has raised much interest, both for theory and the interpretation of experimental data (e.g., fMRI recordings) using dynamical models. Here we focus on the so-called inverse problem: the inference of network parameters in a cortical model to reproduce empirically observed activity. Although it has received a lot of interest, recovering directed connectivity for large networks has been rather unsuccessful so far. The present study specifically addresses this point for a noise-diffusion network model. We develop a Lyapunov optimization that iteratively tunes the network connectivity in order to reproduce second-order moments of the node activity, or functional connectivity. We show theoretically and numerically that the use of covariances with both zero and non-zero time shifts is the key to infer directed connectivity. The first main theoretical finding is that an accurate estimation of the underlying network connectivity requires that the time shift for covariances is matched with the time constant of the dynamical system. In addition to the network connectivity, we also adjust the intrinsic noise received by each network node. The framework is applied to experimental fMRI data recorded for subjects at rest. Diffusion-weighted MRI data provide an estimate of anatomical connections, which is incorporated to constrain the cortical model. The empirical covariance structure is reproduced faithfully, especially its temporal component (i.e., time-shifted covariances) in addition to the spatial component that is usually the focus of studies. We find that the cortical interactions, referred to as effective connectivity, in the tuned model are not reciprocal. In particular, hubs are either receptors or feeders: they do not exhibit both strong incoming and outgoing connections. Our results sets a quantitative ground to explore the propagation of activity in the cortex."
93,"Gustavo Deco, Alexander Thiele",Attention – oscillations and neuropharmacology,2009,European Journal of Neuroscience,,http://europepmc.org/abstract/MED/19614749,,59,06/05/2020 21:15,Journal article,10.1111/J.1460-9568.2009.06833.X,,,30,3,347,354,93,8.45,47,2,11,"Attention is a rich psychological and neurobiological construct that influences almost all aspects of cognitive behaviour. It enables enhanced processing of behaviourally relevant stimuli at the expense of irrelevant stimuli. At the cellular level, rhythmic synchronization at local and long-range spatial scales complements the attention-induced firing rate changes of neurons. The former is hypothesized to enable efficient communication between neuronal ensembles tuned to spatial and featural aspects of the attended stimulus. Recent modelling studies suggest that the rhythmic synchronization in the gamma range may be mediated by a fine balance between N-methyl-d-aspartate and α-amino-3-hydroxy-5-methylisoxazole-4-propionate postsynaptic currents, whereas other studies have highlighted the possible contribution of the neuromodulator acetylcholine. This review summarizes some recent modelling and experimental studies investigating mechanisms of attention in sensory areas and discusses possibilities of how glutamatergic and cholinergic systems could contribute to increased processing abilities at the cellular and network level during states of top-down attention."
101,"Daniel Durstewitz, Gustavo Deco",Computational significance of transient dynamics in cortical networks,2007,European Journal of Neuroscience,,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1460-9568.2007.05976.x,,60,06/05/2020 21:15,Journal article,10.1111/J.1460-9568.2007.05976.X,,,27,1,217,227,101,7.77,51,2,13,"In the published paper of Durstewitz & Deco (2007), there was an error in the Abstract (in the first sentence, the words ‘are correlated’ should have been moved to the end). In the same paper, as Fig. 6 was not printed in colour, the words ‘black’ and ‘red’ should have been replaced by ‘middle’ and ‘top and bottom’, respectively. The publishers apologize for these errors, and reproduce the corrected Abstract and Fig. 6 legend below. Abstract Neural responses are most often characterized in terms of the sets of environmental or internal conditions or stimuli with which their firing rate increases or decreases are correlated. Their transient (nonstationary) temporal profiles of activity have received comparatively less attention. Similarly, the computational framework of attractor neural networks puts most emphasis on the representational or computational properties of the stable states of a neural system. Here we review a couple of neurophysiological observations and computational ideas that shift the focus to the transient dynamics of neural systems. We argue that there are many situations in which the transient neural behaviour, while hopping between different attractor states or moving along ‘attractor ruins’, carries most of the computational and/or behavioural significance, rather than the attractor states eventually reached. Such transients may be related to the computation of temporally precise predictions or the probabilistic transitions among choice options, accounting for Weber's law in decision-making tasks. Finally, we conclude with a more general perspective on the role of transient dynamics in the brain, promoting the view that brain activity is characterized by a high-dimensional chaotic ground state from which transient spatiotemporal patterns (metastable states) briefly emerge. Neural computation has to exploit the itinerant dynamics between these states."
83,"Murat Demirtas, Cristian Tornador, Carles Falcon, Marina Lopezsola, Rosa Hernandezribas, Rosa Hernandezribas, Jesus Pujol, Jose M Menchon, Jose M Menchon, Jose M Menchon, Petra Ritter, Petra Ritter, Narcis Cardoner, Carles Sorianomas, Carles Sorianomas, Carles Sorianomas, Gustavo Deco",Dynamic functional connectivity reveals altered variability in functional connectivity among patients with major depressive disorder,2016,Human Brain Mapping,,http://europepmc.org/articles/PMC5074271,,61,06/05/2020 21:15,Journal article,10.1002/HBM.23215,,,37,8,2918,2930,83,20.75,8,17,4,"Resting-state fMRI (RS-fMRI) has become a useful tool to investigate the connectivity structure of mental health disorders. In the case of major depressive disorder (MDD), recent studies regarding the RS-fMRI have found abnormal connectivity in several regions of the brain, particularly in the default mode network (DMN). Thus, the relevance of the DMN to self-referential thoughts and ruminations has made the use of the resting-state approach particularly important for MDD. The majority of such research has relied on the grand averaged functional connectivity measures based on the temporal correlations between the BOLD time series of various brain regions. We, in our study, investigated the variations in the functional connectivity over time at global and local level using RS-fMRI BOLD time series of 27 MDD patients and 27 healthy control subjects. We found that global synchronization and temporal stability were significantly increased in the MDD patients. Furthermore, the participants with MDD showed significantly increased overall average (static) functional connectivity (sFC) but decreased variability of functional connectivity (vFC) within specific networks. Static FC increased to predominance among the regions pertaining to the default mode network (DMN), while the decreased variability of FC was observed in the connections between the DMN and the frontoparietal network. Hum Brain Mapp, 2016. © 2016 Wiley Periodicals, Inc."
96,"Andres Buehlmann, Gustavo Deco",The Neuronal Basis of Attention: Rate versus Synchronization Modulation,2008,The Journal of Neuroscience,,http://www.ncbi.nlm.nih.gov/pubmed/18650344,,62,06/05/2020 21:15,Journal article,10.1523/JNEUROSCI.5640-07.2008,,,28,30,7679,7686,96,8,48,2,12,"Extensive theoretical and experimental work on the neuronal correlates of visual attention raises two hypotheses about the underlying mechanisms. The first hypothesis, named biased competition, originates from experimental single-cell recordings that have shown that attention upmodulates the firing rates of the neurons encoding the attended features and downregulates the firing rates of the neurons encoding the unattended features. Furthermore, attentional modulation of firing rates increases along the visual pathway. The other, newer hypothesis assigns synchronization a crucial role in the attentional process. It stems from experiments that have shown that attention modulates gamma-frequency synchronization. In this paper, we study the coexistence of the two phenomena using a theoretical framework. We find that the two effects can vary independently of each other and across layers. Therefore, the two phenomena are not concomitant. However, we show that there is an advantage in the processing of information if rate modulation is accompanied by gamma modulation, namely that reaction times are shorter, implying behavioral relevance for gamma synchronization."
87,"Gustavo Deco, Tai Sing Lee",A unified model of spatial and object attention based on inter-cortical biased competition,2002,Neurocomputing,,http://repository.cmu.edu/compsci/1096/,,63,06/05/2020 21:15,Journal article,10.1016/S0925-2312(02)00471-X,,,44,46,775,781,87,4.83,44,2,18,"Abstract We present a physiologically constrained neural dynamical model of the visual system for the organization of attention and its mediation of object recognition and visual search. In this model, spatial and feature attention are mediated by a single neural mechanism involving the interaction of the ventral and the dorsal streams with the early visual cortex. The model consists of three representative modules which encode object classes, spatial locations, and elementary features, respectively. These modules are coupled together in a neural dynamical system in the framework of biased competition. The system can be made to operate in either a spatial or an object attention mode by introducing a top-down bias to either the dorsal or the ventral stream modules. In this system, translation invariant object recognition and object spatial localization arise from the interaction among the modules, with the early visual areas playing a key role in mediating such interaction."
93,"Gustavo Deco, Edmund T Rolls, Ranulfo Romo",Synaptic dynamics and decision making,2010,Proceedings of the National Academy of Sciences of the United States of America,,http://europepmc.org/abstract/MED/20360555,,64,06/05/2020 21:15,Journal article,10.1073/PNAS.1002333107,,,107,16,7545,7549,93,9.3,31,3,10,"During decision making between sequential stimuli, the first stimulus must be held in memory and then compared with the second. Here, we show that in systems that encode the stimuli by their firing rate, neurons can use synaptic facilitation not only to remember the first stimulus during the delay but during the presentation of the second stimulus so that they respond to a combination of the first and second stimuli, as has been found for “partial differential” neurons recorded in the ventral premotor cortex during vibrotactile flutter frequency decision making. Moreover, we show that such partial differential neurons provide important input to a subsequent attractor decision-making network that can then compare this combination of the first and second stimuli with inputs from other neurons that respond only to the second stimulus. Thus, both synaptic facilitation and neuronal attractor dynamics can account for sequential decision making in such systems in the brain."
93,"Noelia Venturacampos, Ana Sanjuan, Julio Gonzalez, Maria Angeles Palomargarcia, Aina Rodriguezpujadas, Nuria Sebastiangalles, Gustavo Deco, Cesar Avila",Spontaneous Brain Activity Predicts Learning Ability of Foreign Sounds,2013,The Journal of Neuroscience,,http://repositori.uji.es/xmlui/handle/10234/85436,,65,06/05/2020 21:15,Journal article,10.1523/JNEUROSCI.4655-12.2013,,,33,22,9295,9305,93,13.29,12,8,7,"Can learning capacity of the human brain be predicted from initial spontaneous functional connectivity (FC) between brain areas involved in a task? We combined task-related functional magnetic resonance imaging (fMRI) and resting-state fMRI (rs-fMRI) before and after training with a Hindi dental–retroflex nonnative contrast. Previous fMRI results were replicated, demonstrating that this learning recruited the left insula/frontal operculum and the left superior parietal lobe, among other areas of the brain. Crucially, resting-state FC (rs-FC) between these two areas at pretraining predicted individual differences in learning outcomes after distributed (Experiment 1) and intensive training (Experiment 2). Furthermore, this rs-FC was reduced at posttraining, a change that may also account for learning. Finally, resting-state network analyses showed that the mechanism underlying this reduction of rs-FC was mainly a transfer in intrinsic activity of the left frontal operculum/anterior insula from the left frontoparietal network to the salience network. Thus, rs-FC may contribute to predict learning ability and to understand how learning modifies the functioning of the brain. The discovery of this correspondence between initial spontaneous brain activity in task-related areas and posttraining performance opens new avenues to find predictors of learning capacities in the brain using task-related fMRI and rs-fMRI combined."
61,"Andrea Insabato, Mario Pannunzi, Edmund T Rolls, Gustavo Deco",Confidence-Related Decision Making,2010,Journal of Neurophysiology,,http://www.oxcns.org/papers/483_Confidence-Related%20Decision%20Making2010.pdf,,66,06/05/2020 21:15,Journal article,10.1152/JN.01068.2009,,,104,1,539,547,61,6.1,15,4,10,"Neurons have been recorded that reflect in their firing rates the confidence in a decision. Here we show how this could arise as an emergent property in an integrate-and-fire attractor network model of decision making. The attractor network has populations of neurons that respond to each of the possible choices, each biased by the evidence for that choice, and there is competition between the attractor states until one population wins the competition and finishes with high firing that represents the decision. Noise resulting from the random spiking times of individual neurons makes the decision making probabilistic. We also show that a second attractor network can make decisions based on the confidence in the first decision. This system is supported by and accounts for neuronal responses recorded during decision making and makes predictions about the neuronal activity that will be found when a decision is made about whether to stay with a first decision or to abort the trial and start again. The research shows how monitoring can be performed in the brain and this has many implications for understanding cognitive functioning."
71,"Encarni Marcos, Pierpaolo Pani, Emiliano Brunamonti, Gustavo Deco, Stefano Ferraina, Paul F M J Verschure",Neural Variability in Premotor Cortex Is Modulated by Trial History and Predicts Behavioral Performance,2013,Neuron,,https://core.ac.uk/display/82489851,,67,06/05/2020 21:15,Journal article,10.1016/J.NEURON.2013.02.006,,,78,2,249,255,71,10.14,12,6,7,"SUMMARY In the study of decision making, emphasis is placed on different forms of perceptual integration, while the influence of other factors, such as memory, is ignored. In addition, it is believed that the information underlying decision making is carried in the rate of the neuronal response, while its variability is considered unspecific. Here we studied the influence of recent experience on motor decision making by analyzing the activity of neurons in the dorsal premotor area of two monkeys performing a countermanding arm task. We observe that the across-trial variability of the neural response strongly correlates with trial history-dependent changes in reaction time. Using a theoretical model of decision making, we show that a trial history-monitoring signal can explain the observed behavioral and neural modulation. Our study reveals that, in the neural processes that culminate in motor plan maturation, the evidence provided by perception and memory is reflected in mean rate and variance respectively."
89,"Gustavo Deco, W Finnoff, Hansgeorg Zimmermann",Unsupervised mutual information criterion for elimination of overtraining in supervised multilayer networks,1995,Neural Computation,,http://cognet.mit.edu/journal/10.1162/neco.1995.7.1.86,,68,06/05/2020 21:15,Journal article,10.1162/NECO.1995.7.1.86,,,7,1,86,107,89,3.56,30,3,25,"Controlling the network complexity in order to prevent overfitting is one of the major problems encountered when using neural network models to extract the structure from small data sets. In this paper we present a network architecture designed for use with a cost function that includes a novel complexity penalty term. In this architecture the outputs of the hidden units are strictly positive and sum to one, and their outputs are defined as the probability that the actual input belongs to a certain class formed during learning. The penalty term expresses the mutual information between the inputs and the extracted classes. This measure effectively describes the network complexity with respect to the given data in an unsupervised fashion. The efficiency of this architecture/penalty-term when combined with backpropagation training, is demonstrated on a real world economic time series forecasting problem. The model was also applied to the benchmark sunspot data and to a synthetic data set from the statistics community."
84,"Morten L Kringelbach, Morten L Kringelbach, Anthony R Mcintosh, Petra Ritter, Petra Ritter, Viktor K Jirsa, Gustavo Deco",The Rediscovery of Slowness: Exploring the Timing of Cognition.,2015,Trends in Cognitive Sciences,,http://pubman.mpdl.mpg.de/pubman/item/escidoc:2182934,,69,06/05/2020 21:15,Journal article,10.1016/J.TICS.2015.07.011,,,19,10,616,628,84,16.8,12,7,5,"Slowness of thought is not necessarily a handicap but could be a signature of optimal brain function. Emerging evidence shows that neuroanatomical and dynamical constraints of the human brain shape its functionality in optimal ways, characterized by slowness during task-based cognition in the context of spontaneous resting-state activity. This activity can be described mechanistically by whole-brain computational modeling that relates directly to optimality in the context of theories arguing for metastability in the brain. We discuss the role for optimal processing of information in the context of cognitive, task-related activity, and propose that combining multi-modal neuroimaging and explicit whole-brain models focused on the timing of functional dynamics can help to uncover fundamental rules of brain function in health and disease."
84,"Salvador Sotofaraco, Gustavo Deco",Multisensory contributions to the perception of vibrotactile events,2009,Behavioural Brain Research,,https://www.ncbi.nlm.nih.gov/pubmed/18930769,,70,06/05/2020 21:15,Journal article,10.1016/J.BBR.2008.09.018,,,196,2,145,154,84,7.64,42,2,11,"Abstract We argue that audio-tactile interactions during vibrotactile processing provide a promising, albeit largely neglected, benchmark for the systematic study multisensory integration. This article reviews and discusses current evidence for multisensory contributions to the perception of vibratory events, and proposes a framework to address a number of relevant questions. First, we highlight some of the features that characterize the senses of hearing and touch in terms of vibratory information processing, and which allow for potential cross-modal interactions at multiple levels along the functional architecture of the sensory systems. Second, we briefly review empirical evidence for interactions between hearing and touch in the domain of vibroactile perception and related stimulus properties, covering behavioural, electrophysiological and neuroimaging studies in humans and animals. Third, we discuss the vibrotactile discrimination task, which has been successfully applied in the study of perception and decision processes in psychophysical and physiological research. We argue that this approach, complemented with computational modeling using biophysically realistic neural networks, may be a convenient framework to address auditory contributions to vibrotactile processing in the somatosensory system. Finally, we comment on a series of particular issues which are relevant in multisensory research and potentially addressable within the proposed framework."
77,"Gustavo Deco, Tai Sing Lee",The role of early visual cortex in visual integration: a neural model of recurrent interaction,2004,European Journal of Neuroscience,,http://onlinelibrary.wiley.com/doi/10.1111/j.1460-9568.2004.03528.x/abstract,,71,06/05/2020 21:15,Journal article,10.1111/J.1460-9568.2004.03528.X,,,20,4,1089,1100,77,4.81,39,2,16,"This paper presents a model on the potential functional roles of the early visual cortex in the primate visual system. Our hypothesis is that early visual areas, such as V1, are important for continual interaction among various higher order visual areas during visual processing. The interaction is mediated by recurrent connections between higher order visual areas and V1, manifested in the longlatency context-sensitive activities often observed in neurophysiological experiments, and is responsible for the re-integration of information analysed by the higher visual areas. Specifically, we considered the case of integrating ‘what’ and ‘where’ information from the ventral and dorsal streams. We found that such a cortical architecture provides simple solutions and fresh insights into the problems of attentional routing and visual search. The computational viability of this architecture was tested by simulating a largescale neural dynamical network."
83,"Gustavo Deco, Alexander Thiele",Cholinergic control of cortical network interactions enables feedback-mediated attentional modulation,2011,European Journal of Neuroscience,,http://onlinelibrary.wiley.com/doi/10.1111/j.1460-9568.2011.07749.x/full,,72,06/05/2020 21:15,Journal article,10.1111/J.1460-9568.2011.07749.X,,,34,1,146,157,83,9.22,42,2,9,"Attention increases our ability to detect behaviorally relevant stimuli. At the neuronal level this is supported by increased firing rates of neurons representing the attended object. In primary visual cortex an attention-mediated activity increase depends on the presence of the neuromodulator acetylcholine. Using a spiking network model of visual cortex we have investigated how acetylcholine interacts with biased feedback to enable attentional processing. Although acetylcholine affects cortical processing in a multitude of manners, we restricted our analysis to four of its main established actions. These were (i) a reduction in firing rate adaptation by reduction in M-currents (muscarinic), (ii) an increase in thalamocortical synaptic efficacy by nicotinic presynaptic receptors, (iii) a reduction in lateral interactions by muscarinic presynaptic receptors, and (iv) an increase in inhibitory drive by muscarinic receptors located on inhibitory interneurons. We found that acetylcholine contributes to feedback-mediated attentional modulation, mostly by reducing intracortical interactions and also to some extent by increasing the inhibitory drive. These findings help explain why acetylcholine is necessary for top‐down-driven attentional modulation, and suggest a close interdependence of cholinergic and feedback drive in mediating cognitive function."
82,"Edmund T Rolls, Marco Loh, Gustavo Deco",An attractor hypothesis of obsessive–compulsive disorder,2008,European Journal of Neuroscience,,http://www.ncbi.nlm.nih.gov/pubmed/18671737,,73,06/05/2020 21:15,Journal article,10.1111/J.1460-9568.2008.06379.X,,,28,4,782,793,82,6.83,27,3,12,"We propose a top-down approach to the symptoms of obsessive–compulsive disorder (OCD) based on a statistical dynamical framework. An increased depth in the basins of attraction of attractor network states in the brain makes each state too stable, so that it tends to remain locked in that state and can not easily be moved on to another state. We suggest that the different symptoms that may be present in OCD could be related to changes of this type in different brain regions. For example, the difficulty in attentional and cognitive set switching could be related to networks operating in this way in the prefrontal cortex. Repetitive actions and a difficulty in moving to new actions could be related to overstability in networks in the higher order motor, including cingulate areas. In integrateand-fire network simulations, an increase in the N-methyl-d-aspartate (NMDA) and ⁄ or a-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid (AMPA) receptor conductances, which increases the depth of the attractor basins, increases the stability of attractor networks, and makes them less easily moved on to another state by a new stimulus. Increasing c-aminobutyric acid (GABA)-receptor activated currents can partly reverse this overstability. There is now some evidence for overactivity in glutamate transmitter systems in OCD, and the hypothesis presented here shows how some of the symptoms of OCD could be produced by the increase in the stability of attractor networks that is produced by increased glutamatergic activity."
