Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
35,"R Hindriks, MJAM van Putten, G Deco","Intra-cortical propagation of EEG alpha oscillations",2014,"Neuroimage","Elsevier","https://www.sciencedirect.com/science/article/pii/S1053811914007010","https://scholar.google.com/scholar?cites=18418427373996026637&as_sdt=2005&sciodt=0,5&hl=en",120,"2020-04-30 13:05:27","","","","",,,,,35,5.83,12,3,6,"The most salient feature of spontaneous human brain activity as recorded with electroencephalography (EEG) are rhythmic fluctuations around 10 Hz. These alpha oscillations have been reported to propagate over the scalp with velocities in the range of 5 …"
38,"TT Nakagawa, M Woolrich, H Luckhoo, M Joensson…","How delays matter in an oscillatory whole-brain spiking-neuron network model for MEG alpha-rhythms at rest",2014,"Neuroimage","Elsevier","https://www.sciencedirect.com/science/article/pii/S1053811913011014","https://scholar.google.com/scholar?cites=11225841198481862622&as_sdt=2005&sciodt=0,5&hl=en",121,"2020-04-30 13:05:27","HTML","","","",,,,,38,6.33,8,5,6,"In recent years the study of the intrinsic brain dynamics in a relaxed awake state in the absence of any specific task has gained increasing attention, as spontaneous neural activity has been found to be highly structured at a large scale. This so called resting-state activity …"
40,"M Pannunzi, R Hindriks, RG Bettinardi, E Wenger…","Resting-state fMRI correlations: from link-wise unreliability to whole brain stability",2017,"Neuroimage","Elsevier","https://www.sciencedirect.com/science/article/pii/S1053811917304743","https://scholar.google.com/scholar?cites=10292588678416953951&as_sdt=2005&sciodt=0,5&hl=en",122,"2020-04-30 13:05:27","","","","",,,,,40,13.33,8,5,3,"The functional architecture of spontaneous BOLD fluctuations has been characterized in detail by numerous studies, demonstrating its potential relevance as a biomarker. However, the systematic investigation of its consistency is still in its infancy. Here, we analyze within …"
35,"R Silipo, G Deco, R Vergassola…","A characterization of HRV's nonlinear hidden dynamics by means of Markov models",1999,"IEEE transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/775408/","https://scholar.google.com/scholar?cites=7110240881377798353&as_sdt=2005&sciodt=0,5&hl=en",123,"2020-04-30 13:05:27","","","","",,,,,35,1.67,9,4,21,"A study of the 24-h heart rate variability's (HRV) hidden dynamic is performed hour by hour, in order to investigate the evolution of the nonlinear structure of the underlying nervous system. A hierarchy of null hypotheses of nonlinear Markov models with increasing order n …"
36,"G Deco, A Buehlmann, T Masquelier…","The role of rhythmic neural synchronization in rest and task conditions",2011,"Frontiers in human …","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fnhum.2011.00004","https://scholar.google.com/scholar?cites=1843720316992442543&as_sdt=2005&sciodt=0,5&hl=en",124,"2020-04-30 13:05:27","HTML","","","",,,,,36,4.00,9,4,9,"Rhythmic neural synchronization is found throughout the brain during many different tasks and even at rest. Beyond their underlying mechanisms, the question of their role is still controversial. Modeling can bring insight on this difficult question. We review here our recent …"
34,"G Deco, D Martí","Deterministic analysis of stochastic bifurcations in multi-stable neurodynamical systems",2007,"Biological cybernetics","Springer","https://link.springer.com/article/10.1007/s00422-007-0144-6","https://scholar.google.com/scholar?cites=13298654790009874825&as_sdt=2005&sciodt=0,5&hl=en",125,"2020-04-30 13:05:27","","","","",,,,,34,2.62,17,2,13,"Many perceptual and cognitive processes, like decision-making and bistable perception, involve multistable phenomena under the influence of noise. The role of noise in a multistable neurodynamical system can be formally treated within the Fokker–Planck …"
34,"M Szabo, M Stetter, G Deco, S Fusi, P Del Giudice…","Learning to attend: modeling the shaping of selectivity in infero-temporal cortex in a categorization task",2006,"Biological …","Springer","https://link.springer.com/article/10.1007/s00422-006-0054-z","https://scholar.google.com/scholar?cites=16531782592712874770&as_sdt=2005&sciodt=0,5&hl=en",126,"2020-04-30 13:05:27","","","","",,,,,34,2.43,6,6,14,"Recent experiments on behaving monkeys have shown that learning a visual categorization task makes the neurons in infero-temporal cortex (ITC) more selective to the task-relevant features of the stimuli (Sigala and Logothetis in Nature 415 318–320, 2002). We …"
33,"G Deco, B Schürmann","A neuro-cognitive visual system for object recognition based on testing of interactive attentional top–down hypotheses",2000,"Perception","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1068/p3010","https://scholar.google.com/scholar?cites=12907355814111641539&as_sdt=2005&sciodt=0,5&hl=en",127,"2020-04-30 13:05:27","","","","",,,,,33,1.65,17,2,20,"We propose an extension of a systemic model for object recognition formulated by Rybak et al (1998 Vision Research 38 2387–2400) which is based on the functional organisation of the visual systems in primate brains. In contrast to the learning and recognition scheme of …"
48,"A Demertzi, E Tagliazucchi, S Dehaene…","Human consciousness is supported by dynamic complex patterns of brain signal coordination",2019,"Science …","advances.sciencemag.org","https://advances.sciencemag.org/content/5/2/eaat7603.abstract","https://scholar.google.com/scholar?cites=3526821085819305724&as_sdt=2005&sciodt=0,5&hl=en",128,"2020-04-30 13:05:27","","","","",,,,,48,48.00,12,4,1,"Adopting the framework of brain dynamics as a cornerstone of human consciousness, we determined whether dynamic signal coordination provides specific and generalizable patterns pertaining to conscious and unconscious states after brain damage. A dynamic …"
34,"BM Jobst, R Hindriks, H Laufs, E Tagliazucchi…","Increased stability and breakdown of brain effective connectivity during slow-wave sleep: mechanistic insights from whole-brain computational modelling",2017,"Scientific reports","nature.com","https://www.nature.com/articles/s41598-017-04522-x","https://scholar.google.com/scholar?cites=15821219211973677972&as_sdt=2005&sciodt=0,5&hl=en",129,"2020-04-30 13:05:27","HTML","","","",,,,,34,11.33,7,5,3,"Recent research has found that the human sleep cycle is characterised by changes in spatiotemporal patterns of brain activity. Yet, we are still missing a mechanistic explanation of the local neuronal dynamics underlying these changes. We used whole-brain …"
33,"AE Martínez, GR Deco, RD Rivarola…","K-Shell vacancy production in asymmetric collisions",1988,"Nuclear Instruments and …","Elsevier","https://www.sciencedirect.com/science/article/pii/0168583X88903606","https://scholar.google.com/scholar?cites=8922703793429858368&as_sdt=2005&sciodt=0,5&hl=en",130,"2020-04-30 13:05:27","","","","",,,,,33,1.03,8,4,32,"Abstract The Continuum Distorted Wave-Eikonal Initial State approximation is introduced to describe electron capture in ion-atom collisions. The model had been previously studied to represent electron ionization. Theoretical total cross sections for both processes are …"
34,"D Roy, R Sigala, M Breakspear, AR McIntosh…","Using the virtual brain to reveal the role of oscillations and plasticity in shaping brain's dynamical landscape",2014,"Brain …","liebertpub.com","https://www.liebertpub.com/doi/abs/10.1089/brain.2014.0252","https://scholar.google.com/scholar?cites=14336209836961139359&as_sdt=2005&sciodt=0,5&hl=en",131,"2020-04-30 13:05:27","","","","",,,,,34,5.67,7,5,6,"Spontaneous brain activity, that is, activity in the absence of controlled stimulus input or an explicit active task, is topologically organized in multiple functional networks (FNs) maintaining a high degree of coherence. These “resting state networks” are constrained by …"
31,"GR Deco, RD Rivarola","Relativistic electron capture in ion-atom collisions",1987,"Journal of Physics B: Atomic and …","iopscience.iop.org","https://iopscience.iop.org/article/10.1088/0022-3700/20/15/029","https://scholar.google.com/scholar?cites=5833978276035047433&as_sdt=2005&sciodt=0,5&hl=en",132,"2020-04-30 13:05:27","","","","",,,,,31,0.94,16,2,33,"A relativistic matrix continuum distorted-wave model is introduced. A first-order scattering amplitude is calculated for K-shell-K-shell charge exchange. Differential cross sections are given for the cases without and with spin flip using different theoretical approximations …"
32,"M Senden, N Reuter, MP van den Heuvel, R Goebel…","Cortical rich club regions can organize state-dependent functional network formation by engaging in oscillatory behavior",2017,"NeuroImage","Elsevier","https://www.sciencedirect.com/science/article/pii/S1053811916306000","https://scholar.google.com/scholar?cites=8462854826993574884&as_sdt=2005&sciodt=0,5&hl=en",133,"2020-04-30 13:05:27","","","","",,,,,32,10.67,6,5,3,"Cognition is hypothesized to require the globally coordinated, functionally relevant integration of otherwise segregated information processing carried out by specialized brain regions. Studies of the macroscopic connectome as well as recent neuroimaging and …"
34,"G Deco, ML Kringelbach","Hierarchy of information processing in the brain: a novel 'intrinsic ignition'framework",2017,"Neuron","Elsevier","https://www.sciencedirect.com/science/article/pii/S0896627317302404","https://scholar.google.com/scholar?cites=18106422756791878621&as_sdt=2005&sciodt=0,5&hl=en",134,"2020-04-30 13:05:27","HTML","","","",,,,,34,11.33,17,2,3,"A general theory of brain function has to be able to explain local and non-local network computations over space and time. We propose a new framework to capture the key principles of how local activity influences global computation, ie, describing the propagation …"
34,"M Gilson, G Deco, KJ Friston, P Hagmann, D Mantini…","Effective connectivity inferred from fMRI transition dynamics during movie viewing points to a balanced reconfiguration of cortical interactions",2018,"Neuroimage","Elsevier","https://www.sciencedirect.com/science/article/pii/S1053811917308108","https://scholar.google.com/scholar?cites=7703861736719673003&as_sdt=2005&sciodt=0,5&hl=en",135,"2020-04-30 13:05:27","","","","",,,,,34,17.00,6,6,2,"Our behavior entails a flexible and context-sensitive interplay between brain areas to integrate information according to goal-directed requirements. However, the neural mechanisms governing the entrainment of functionally specialized brain areas remain …"
31,"G Deco, D Obradovic","Linear redundancy reduction learning",1995,"Neural Networks","Elsevier","https://www.sciencedirect.com/science/article/pii/089360809500015R","https://scholar.google.com/scholar?cites=170231625729047800&as_sdt=2005&sciodt=0,5&hl=en",136,"2020-04-30 13:05:27","","","","",,,,,31,1.24,16,2,25,"Feature extraction from any combination of sensory stimuli can be seen as a detection of statistically correlated combination of inputs. A mathematical framework that describes this fact is formulated using concepts of the Information Theory. The key idea is to define a …"
29,"N Sebastián-Gallés, F Vera-Constán…","Lexical plasticity in early bilinguals does not alter phoneme categories: II. Experimental evidence",2009,"Journal of Cognitive …","MIT Press","https://www.mitpressjournals.org/doi/abs/10.1162/jocn.2008.21152","https://scholar.google.com/scholar?cites=10397690691227870626&as_sdt=2005&sciodt=0,5&hl=en",137,"2020-04-30 13:05:27","","","","",,,,,29,2.64,10,3,11,"When listening to modified speech, either naturally or artificially altered, the human perceptual system rapidly adapts to it. There is some debate about the nature of the mechanisms underlying this adaptation. Although some authors propose that listeners …"
31,"P Theodoni, G Kovács, MW Greenlee…","Neuronal adaptation effects in decision making",2011,"Journal of …","Soc Neuroscience","https://www.jneurosci.org/content/31/1/234.short","https://scholar.google.com/scholar?cites=14071352077575182959&as_sdt=2005&sciodt=0,5&hl=en",138,"2020-04-30 13:05:27","","","","",,,,,31,3.44,8,4,9,"Recently, there has been an increased interest on the neural mechanisms underlying perceptual decision making. However, the effect of neuronal adaptation in this context has not yet been studied. We begin our study by investigating how adaptation can bias …"
30,"JM Benita, A Guillamon, G Deco…","Synaptic depression and slow oscillatory activity in a biophysical network model of the cerebral cortex",2012,"Frontiers in …","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fncom.2012.00064","https://scholar.google.com/scholar?cites=12214723076594370470&as_sdt=2005&sciodt=0,5&hl=en",139,"2020-04-30 13:05:27","HTML","","","",,,,,30,3.75,8,4,8,"Short-term synaptic depression (STD) is a form of synaptic plasticity that has a large impact on network computations. Experimental results suggest that STD is modulated by cortical activity, decreasing with activity in the network and increasing during silent states. Here we …"
31,"S Keilholz, C Caballero-Gaudes, P Bandettini…","Time-resolved resting-state functional magnetic resonance imaging analysis: Current status, challenges, and new directions",2017,"Brain …","liebertpub.com","https://www.liebertpub.com/doi/abs/10.1089/brain.2017.0543","https://scholar.google.com/scholar?cites=5588968778436554684&as_sdt=2005&sciodt=0,5&hl=en",140,"2020-04-30 13:05:27","","","","",,,,,31,10.33,8,4,3,"Time-resolved analysis of resting-state functional magnetic resonance imaging (rs-fMRI) data allows researchers to extract more information about brain function than traditional functional connectivity analysis, yet a number of challenges in data analysis and …"
27,"M Stetter, G Deco, M Dejori","Large-scale computational modeling of genetic regulatory networks",2003,"Artificial Intelligence Review","Springer","https://link.springer.com/article/10.1023/A:1026088615145","https://scholar.google.com/scholar?cites=18127178290923310464&as_sdt=2005&sciodt=0,5&hl=en",141,"2020-04-30 13:05:27","","","","",,,,,27,1.59,9,3,17,"The perhaps most important signaling network in living cells is constitutedby the interactions of proteins with the genome–the regulatory geneticnetwork of the cell. From a system-level point of view, the variousinteractions and control loops, which form a genetic network …"
27,"C Schittenkopf, G Deco, W Brauer","Finite automata-models for the investigation of dynamical systems",1997,"Information Processing Letters","Elsevier","https://www.sciencedirect.com/science/article/pii/S0020019097001105","https://scholar.google.com/scholar?cites=2603597583565794407&as_sdt=2005&sciodt=0,5&hl=en",142,"2020-04-30 13:05:27","","","","",,,,,27,1.17,9,3,23,"We describe a method to measure the complexity of a dynamical system. By complexity we mean the intrinsic information processing abilities which we believe to be visible only on an infinitesimal scale. The complexity measure is based on concepts from information theory …"
27,"G Deco, R Neuneier, B Schümann","Non-parametric data selection for neural learning in non-stationary time series",1997,"Neural Networks","Elsevier","https://www.sciencedirect.com/science/article/pii/S0893608096001086","https://scholar.google.com/scholar?cites=11684826463165947517&as_sdt=2005&sciodt=0,5&hl=en",143,"2020-04-30 13:05:27","","","","",,,,,27,1.17,9,3,23,"When a parametric model of a non-stationary time series is constructed based on data, as is the case for neural networks, it is very important to train the model with a set of data which contains the underlying structure to be discovered. The regions where only a noisy behavior …"
38,"M Schirner, AR McIntosh, V Jirsa, G Deco, P Ritter","Inferring multi-scale neural mechanisms with brain network modelling",2018,"Elife","elifesciences.org","https://elifesciences.org/articles/28927","https://scholar.google.com/scholar?cites=855953852899021455&as_sdt=2005&sciodt=0,5&hl=en",144,"2020-04-30 13:05:27","","","","",,,,,38,19.00,8,5,2,"The neurophysiological processes underlying non-invasive brain activity measurements are incompletely understood. Here, we developed a connectome-based brain network model that integrates individual structural and functional data with neural population dynamics to …"
27,"L Dempere-Marco, DP Melcher, G Deco","Effective visual working memory capacity: an emergent effect from the neural dynamics in an attractor network",2012,"PLoS One","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3430714/","https://scholar.google.com/scholar?cites=17507273323816292319&as_sdt=2005&sciodt=0,5&hl=en",145,"2020-04-30 13:05:27","HTML","","","",,,,,27,3.38,9,3,8,"The study of working memory capacity is of outmost importance in cognitive psychology as working memory is at the basis of general cognitive function. Although the working memory capacity limit has been thoroughly studied, its origin still remains a matter of strong debate …"
26,"G Deco, C Schittenkopf","Method of classifying statistical dependency of a measurable series of statistical values",2002,"US Patent 6,363,333","Google Patents","https://patents.google.com/patent/US6363333B1/en","https://scholar.google.com/scholar?cites=4535256188934234561&as_sdt=2005&sciodt=0,5&hl=en",146,"2020-04-30 13:05:27","","","","",,,,,26,1.44,13,2,18,"A time series that is established by a measured signal of a dynamic system, for example a quotation curve on the stock market, is modelled according to its probability density in order to be able to make a prediction of future values. A non-linear Markov process of the order m …"
28,"G Deco, TJ Van Hartevelt, HM Fernandes, A Stevner…","The most relevant human brain regions for functional connectivity: Evidence for a dynamical workspace of binding nodes from whole-brain computational modelling",2017,"Neuroimage","Elsevier","https://www.sciencedirect.com/science/article/pii/S1053811916306036","https://scholar.google.com/scholar?cites=15595044152063812152&as_sdt=2005&sciodt=0,5&hl=en",147,"2020-04-30 13:05:27","","","","",,,,,28,9.33,6,5,3,"In order to promote survival through flexible cognition and goal-directed behaviour, the brain has to optimize segregation and integration of information into coherent, distributed dynamical states. Certain organizational features of the brain have been proposed to be …"
26,"E Mavritsaki, D Heinke, GW Humphreys…","A computational model of visual marking using an inter-connected network of spiking neurons: The spiking search over time & space model (sSoTS)",2006,"Journal of Physiology …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0928425706000507","https://scholar.google.com/scholar?cites=13671142285557097136&as_sdt=2005&sciodt=0,5&hl=en",148,"2020-04-30 13:05:27","","","","",,,,,26,1.86,7,4,14,"In the real world, visual information is selected over time as well as space, when we prioritise new stimuli for attention. Watson and Humphreys [Watson, D., Humphreys, GW, 1997. Visual marking: prioritizing selection for new objects by top–down attentional …"
26,"G Deco, J Zihl","A biased competition based neurodynamical model of visual neglect",2004,"Medical engineering & physics","Elsevier","https://www.sciencedirect.com/science/article/pii/S1350453304001146","https://scholar.google.com/scholar?cites=2259320035825601521&as_sdt=2005&sciodt=0,5&hl=en",149,"2020-04-30 13:05:27","","","","",,,,,26,1.63,13,2,16,"On the computational basis of a neurodynamical cortical model, we investigate a specific top-down visual cognitive impairment in brain-damaged patients known as visual spatial neglect. The computational cortical model accounts the neurodynamics underlying selective …"
25,"G Deco, B Schürmann","Information transmission and temporal code in central spiking neurons",1997,"Physical review letters","APS","https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.79.4697","https://scholar.google.com/scholar?cites=13230028969226000998&as_sdt=2005&sciodt=0,5&hl=en",150,"2020-04-30 13:05:27","","","","",,,,,25,1.09,13,2,23,"The brain encodes information in the intervals between the spikes which characterize neural firing events. Therefore it is relevant to study, in a timing code, how many spikes are necessary for reliably encoding input signals. We analyze the transmission of information …"
28,"R Silipo, G Deco, H Bartsch","Brain tumor classification based on EEG hidden dynamics",1999,"Intelligent Data Analysis","content.iospress.com","https://content.iospress.com/articles/intelligent-data-analysis/ida3-4-04","https://scholar.google.com/scholar?cites=16965133126669857267&as_sdt=2005&sciodt=0,5&hl=en",151,"2020-04-30 13:05:27","","","","",,,,,28,1.33,9,3,21,"The hard problem of brain tumor detection based on rest ElectroEncephaloGraphic (EEG) analysis is investigated, relying on the hypothesis that the EEG signal contains more hidden useful information than what is clinically employed. A nonlinear analysis is applied to the …"
27,"S Atasoy, G Deco, ML Kringelbach…","Harmonic brain modes: a unifying framework for linking space and time in brain dynamics",2018,"The …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1073858417728032","https://scholar.google.com/scholar?cites=5717828542435968686&as_sdt=2005&sciodt=0,5&hl=en",152,"2020-04-30 13:05:27","","","","",,,,,27,13.50,7,4,2,"A fundamental characteristic of spontaneous brain activity is coherent oscillations covering a wide range of frequencies. Interestingly, these temporal oscillations are highly correlated among spatially distributed cortical areas forming structured correlation patterns known as …"
24,"C Schittenkopf, G Deco","Exploring the intrinsic information loss in single-humped maps by refining multi-symbol partitions",1996,"Physica D: Nonlinear Phenomena","Elsevier","https://www.sciencedirect.com/science/article/pii/0167278995002995","https://scholar.google.com/scholar?cites=1423679550420204346&as_sdt=2005&sciodt=0,5&hl=en",153,"2020-04-30 13:05:27","","","","",,,,,24,1.00,12,2,24,"We study the intrinsic information flow for a class of chaotic maps by applying the concept of conditional entropy for an infinite alphabet. Our procedure consists in refining partitions and thereby revealing the information flow step by step. We prove that in the case of an infinite …"
25,"M Senden, R Goebel, G Deco","Structural connectivity allows for multi-threading during rest: the structure of the cortex leads to efficient alternation between resting state exploratory behavior and …",2012,"Neuroimage","Elsevier","https://www.sciencedirect.com/science/article/pii/S105381191200239X","https://scholar.google.com/scholar?cites=9232377303897700719&as_sdt=2005&sciodt=0,5&hl=en",154,"2020-04-30 13:05:27","","","","",,,,,25,3.13,8,3,8,"Despite the absence of stimulation or task conditions the cortex exhibits highly structured spatio-temporal activity patterns. These patterns are known as resting state networks (RSNs) and emerge as low-frequency fluctuations (< 0.1 Hz) observed in the fMRI signal of human …"
24,"E Mavritsaki, D Heinke, H Allen, G Deco…","Bridging the gap between physiology and behavior: Evidence from the sSoTS model of human visual attention.",2011,"Psychological …","psycnet.apa.org","https://psycnet.apa.org/journals/rev/118/1/3/","https://scholar.google.com/scholar?cites=14261206639887197029&as_sdt=2005&sciodt=0,5&hl=en",155,"2020-04-30 13:05:27","","","","",,,,,24,2.67,5,5,9,"We present the case for a role of biologically plausible neural network modeling in bridging the gap between physiology and behavior. We argue that spiking-level networks can allow “vertical” translation between physiological properties of neural systems and emergent …"
24,"G Deco, L Parra","Non-linear feature extraction by redundancy reduction in an unsupervised stochastic neural network",1997,"Neural networks","Elsevier","https://www.sciencedirect.com/science/article/pii/S0893608096001104","https://scholar.google.com/scholar?cites=2342913922352016730&as_sdt=2005&sciodt=0,5&hl=en",156,"2020-04-30 13:05:27","","","","",,,,,24,1.04,12,2,23,"Unsupervised feature extraction by a stochastic neural network can be defined as a minimization of the redundancy between the elements of the output layer, given complete information transfer from input to output. Redundancy minimization can be achieved by …"
25,"RG Bettinardi, G Deco, VM Karlaftis…","How structure sculpts function: unveiling the contribution of anatomical connectivity to the brain's spontaneous correlation structure",2017,"… Journal of Nonlinear …","aip.scitation.org","https://aip.scitation.org/doi/abs/10.1063/1.4980099","https://scholar.google.com/scholar?cites=5284480315114181591&as_sdt=2005&sciodt=0,5&hl=en",157,"2020-04-30 13:05:27","","","","",,,,,25,8.33,6,4,3,"Intrinsic brain activity is characterized by highly organized co-activations between different regions, forming clustered spatial patterns referred to as resting-state networks. The observed co-activation patterns are sustained by the intricate fabric of millions of …"
23,"G Deco","A neurophysiological model of decision-making and Weber's law",2006,"European Journal of Neuroscience","ci.nii.ac.jp","https://ci.nii.ac.jp/naid/30014387288/","https://scholar.google.com/scholar?cites=13677325017757863923&as_sdt=2005&sciodt=0,5&hl=en",158,"2020-04-30 13:05:27","CITATION","","","",,,,,23,1.64,23,1,14,"CiNii 国立情報学研究所 学術情報ナビゲータ[サイニィ]. メニュー 検索 …"
25,"R Hindriks, M Woolrich, H Luckhoo, M Joensson…","Role of white-matter pathways in coordinating alpha oscillations in resting visual cortex",2015,"NeuroImage","Elsevier","https://www.sciencedirect.com/science/article/pii/S1053811914008969","https://scholar.google.com/scholar?cites=17731936809111332535&as_sdt=2005&sciodt=0,5&hl=en",159,"2020-04-30 13:05:27","","","","",,,,,25,5.00,5,5,5,"In the absence of cognitive tasks and external stimuli, strong rhythmic fluctuations with a frequency≈ 10 Hz emerge from posterior regions of human neocortex. These posterior α-oscillations can be recorded throughout the visual cortex and are particularly strong in the …"
24,"VM Saenger, J Kahan, T Foltynie, K Friston, TZ Aziz…","Uncovering the underlying mechanisms and whole-brain dynamics of deep brain stimulation for Parkinson's disease",2017,"Scientific reports","nature.com","https://www.nature.com/articles/s41598-017-10003-y","https://scholar.google.com/scholar?cites=8312823600639015019&as_sdt=2005&sciodt=0,5&hl=en",160,"2020-04-30 13:05:27","HTML","","","",,,,,24,8.00,4,6,3,"Deep brain stimulation (DBS) for Parkinson's disease is a highly effective treatment in controlling otherwise debilitating symptoms. Yet the underlying brain mechanisms are currently not well understood. Whole-brain computational modeling was used to disclose the …"
28,"ET Rolls, W Cheng, M Gilson, J Qiu, Z Hu…","Effective connectivity in depression",2018,"Biological Psychiatry …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2451902217301957","https://scholar.google.com/scholar?cites=18151239932342580480&as_sdt=2005&sciodt=0,5&hl=en",161,"2020-04-30 13:05:27","","","","",,,,,28,14.00,5,6,2,"Background Resting-state functional connectivity reflects correlations in the activity between brain areas, whereas effective connectivity between different brain areas measures directed influences of brain regions on each other. Using the latter approach, we compare effective …"
23,"M Martínez-García, ET Rolls…","Neural and computational mechanisms of postponed decisions",2011,"Proceedings of the …","National Acad Sciences","https://www.pnas.org/content/108/28/11626.short","https://scholar.google.com/scholar?cites=14616715868621078836&as_sdt=2005&sciodt=0,5&hl=en",162,"2020-04-30 13:05:27","","","","",,,,,23,2.56,8,3,9,"We consider the mechanisms that enable decisions to be postponed for a period after the evidence has been provided. Using an information theoretic approach, we show that information about the forthcoming action becomes available from the activity of neurons in …"
22,"M Loh, G Deco","Cognitive flexibility and decision‐making in a model of conditional visuomotor associations",2005,"European Journal of Neuroscience","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1460-9568.2005.04505.x","https://scholar.google.com/scholar?cites=5591023820888313890&as_sdt=2005&sciodt=0,5&hl=en",163,"2020-04-30 13:05:27","","","","",,,,,22,1.47,11,2,15,"Arbitrary visuomotor associations map a stimulus onto a particular response upon reinforcing rewards. Changes in the associations between stimuli and responses require the neural networks to discard the already learned mappings and build new ones. This is a key …"
22,"MH Adhikari, CD Hacker, JS Siegel, A Griffa…","Decreased integration and information capacity in stroke measured by whole brain models of resting state activity",2017,"Brain","academic.oup.com","https://academic.oup.com/brain/article-abstract/140/4/1068/3038005","https://scholar.google.com/scholar?cites=12650488732319542282&as_sdt=2005&sciodt=0,5&hl=en",164,"2020-04-30 13:05:27","","","","",,,,,22,7.33,4,5,3,"Using a whole-brain model of resting-state activity in stroke patients and healthy controls, Adhikari et al. calculate model-based measures of network integration and segregation. Both are decreased in stroke at the level of resting-state networks (RSNs), with the measure …"
22,"T Masquelier, G Deco","Network bursting dynamics in excitatory cortical neuron cultures results from the combination of different adaptive mechanism",2013,"PloS one","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3795681/","https://scholar.google.com/scholar?cites=13800532274513596775&as_sdt=2005&sciodt=0,5&hl=en",165,"2020-04-30 13:05:27","HTML","","","",,,,,22,3.14,11,2,7,"In the brain, synchronization among cells of an assembly is a common phenomenon, and thought to be functionally relevant. Here we used an in vitro experimental model of cell assemblies, cortical cultures, combined with numerical simulations of a spiking neural …"
23,"T Masquelier, L Albantakis, G Deco","The timing of vision–how neural processing links to different temporal dynamics",2011,"Frontiers in psychology","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fpsyg.2011.00151","https://scholar.google.com/scholar?cites=7818884166980306925&as_sdt=2005&sciodt=0,5&hl=en",166,"2020-04-30 13:05:27","HTML","","","",,,,,23,2.56,8,3,9,"We review here our recent attempts to model the neural correlates of visual perception with biologically-inspired networks of spiking neurons, emphasizing the dynamical aspects. Experimental evidence suggests distinct processing modes depending on the type of task …"
25,"G Deco, W Brauer","Higher order statistical decorrelation without information loss",1995,"Advances in Neural Information Processing …","papers.nips.cc","http://papers.nips.cc/paper/901-higher-order-statistical-decorrelation-without-information-loss.pdf","https://scholar.google.com/scholar?cites=4507189320194795905&as_sdt=2005&sciodt=0,5&hl=en",167,"2020-04-30 13:05:27","PDF","","","",,,,,25,1.00,13,2,25,"A neural network learning paradigm based on information theory is proposed as a way to perform in an unsupervised fashion, redundancy reduction among the elements of the output layer without loss of information from the sensory input. The model developed …"
22,"R Ton, G Deco, A Daffertshofer","Structure-function discrepancy: inhomogeneity and delays in synchronized neural networks",2014,"PLoS computational biology","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4117423/","https://scholar.google.com/scholar?cites=620584731619645727&as_sdt=2005&sciodt=0,5&hl=en",168,"2020-04-30 13:05:27","HTML","","","",,,,,22,3.67,7,3,6,"The discrepancy between structural and functional connectivity in neural systems forms the challenge in understanding general brain functioning. To pinpoint a mapping between structure and function, we investigated the effects of (in) homogeneity in coupling structure …"
21,"PE Roland, CC Hilgetag, G Deco","Cortico-cortical communication dynamics",2014,"Frontiers in systems neuroscience","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fnsys.2014.00019","https://scholar.google.com/scholar?cites=16362884068283961006&as_sdt=2005&sciodt=0,5&hl=en",169,"2020-04-30 13:05:27","HTML","","","",,,,,21,3.50,7,3,6,"IIn principle, cortico-cortical communication dynamics is simple: neurons in one cortical area communicate by sending action potentials that release glutamate and excite their target neurons in other cortical areas. In practice, knowledge about cortico-cortical communication …"
20,"P Theodoni, TI Panagiotaropoulos, V Kapoor…","Cortical microcircuit dynamics mediating binocular rivalry: the role of adaptation in inhibition",2011,"Frontiers in human …","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fnhum.2011.00145","https://scholar.google.com/scholar?cites=14102829137447542090&as_sdt=2005&sciodt=0,5&hl=en",170,"2020-04-30 13:05:27","HTML","","","",,,,,20,2.22,5,4,9,"Perceptual bistability arises when two conflicting interpretations of an ambiguous stimulus or images in binocular rivalry (BR) compete for perceptual dominance. From a computational point of view competition models based on cross-inhibition and adaptation have shown that …"
